# 041201-WipEout Pure PSP World 0.10/PSP_GAME/USRDIR/Data.wad
0x0684CDE3,0,Data/0684CDE3.xml
0x0E187464,0,Data/Plugins/0E187464.xml
0x4D102417,0,Data/4D102417.xml
0x4C7504CB,9,Data/Plugins/PI001/Definition.xml
0xE1DA1F5A,0,Data/Plugins/E1DA1F5A.xml
0x9D21818C,0,Data/Plugins/9D21818C.xml
0xE21D955A,9,Data/Plugins/PI000/Definition.xml
0x9E27BAF3,0,Data/Plugins/9E27BAF3.xml
0xE831BF20,0,Data/Plugins/E831BF20.xml
0x362CD9DD,9,Data/Plugins/PI004/Definition.xml
0x07F3D41E,0,Data/Plugins/07F3D41E.xml
0x9844484C,9,Data/Plugins/PI005/Definition.xml
0x0582F69C,0,Data/Plugins/0582F69C.xml
0x11339AE7,9,Data/ClassicsNS/04_Mandrashee/TrackStartup.xml
0x924A5EAF,9,Data/ClassicsNS/04_Mandrashee/stats.xml
0x4B2D01B8,9,Data/ClassicsNS/04_Mandrashee/screen.xml
0xA69AA7FE,9,Data/ClassicsNS/04_Mandrashee/track.vex
0x2516FF22,9,Data/ClassicsNS/04_Mandrashee/Images/Track_3.mip
0x1876D692,9,Data/ClassicsNS/04_Mandrashee/Images/Track_2.mip
0x5FD6AC42,9,Data/ClassicsNS/04_Mandrashee/Images/Track_1.mip
0x0348A401,9,Data/ClassicsNS/03_Manor_Top/TrackStartup.xml
0xC083FCB5,9,Data/ClassicsNS/03_Manor_Top/stats.xml
0xB61D3160,9,Data/ClassicsNS/03_Manor_Top/screen.xml
0xF45305E4,9,Data/ClassicsNS/03_Manor_Top/track.vex
0xEC53A498,9,Data/ClassicsNS/03_Manor_Top/Images/Track_3.mip
0xD1338D28,9,Data/ClassicsNS/03_Manor_Top/Images/Track_2.mip
0x9693F7F8,9,Data/ClassicsNS/03_Manor_Top/Images/Track_1.mip
0xAD328897,9,Data/ClassicsNS/02_Sagarmartha/TrackStartup.xml
0xE5044D33,9,Data/ClassicsNS/02_Sagarmartha/stats.xml
0xB2E390C4,9,Data/ClassicsNS/02_Sagarmartha/screen.xml
0xD1D4B462,9,Data/ClassicsNS/02_Sagarmartha/track.vex
0xF9904B9D,9,Data/ClassicsNS/02_Sagarmartha/Images/Track_3.mip
0xC4F0622D,9,Data/ClassicsNS/02_Sagarmartha/Images/Track_2.mip
0x835018FD,9,Data/ClassicsNS/02_Sagarmartha/Images/Track_1.mip
0xC060C93A,9,Data/ClassicsNS/01_Karbonis/screen.xml
0x1F30F8AF,9,Data/ClassicsNS/01_Karbonis/TrackStartup.xml
0x613A36F5,9,Data/ClassicsNS/01_Karbonis/stats.xml
0x55EACFA4,9,Data/ClassicsNS/01_Karbonis/track.vex
0xBE0A3458,9,Data/ClassicsNS/01_Karbonis/Images/Track_3.mip
0x836A1DE8,9,Data/ClassicsNS/01_Karbonis/Images/Track_2.mip
0xC4CA6738,9,Data/ClassicsNS/01_Karbonis/Images/Track_1.mip
0x22BEDAD8,9,Data/Gallery/TisNotReadyYet.tga
0x408A2760,0,Data/Gallery/408A2760.tga
0xA889D10A,0,Data/Gallery/A889D10A.tga
0x95E9F8BA,0,Data/Gallery/95E9F8BA.tga
0x3A4A7400,0,Data/Gallery/3A4A7400.tga
0xD249826A,0,Data/Gallery/D249826A.tga
0x886AA810,0,Data/Gallery/886AA810.tga
0xEF29ABDA,0,Data/Gallery/EF29ABDA.tga
0xB50A81A0,0,Data/Gallery/B50A81A0.tga
0x29651A0E,0,Data/Gallery/29651A0E.tga
0xBFE43A69,0,Data/Gallery/BFE43A69.tga
0x140533BE,0,Data/Gallery/140533BE.tga
0xCFCAD2C0,0,Data/Gallery/CFCAD2C0.tga
0x9655A46F,0,Data/Gallery/9655A46F.tga
0xDFDF8009,0,Data/Gallery/DFDF8009.tga
